timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y
1.001,0.54495311,0.71580899,0.55906063,0.74923545,0.52614307,0.7450571699999999,0.57787067,0.7575920700000001,0.4955768,0.75341375,0.59903181,0.64059946,0.46265927,0.62806454,0.64135444,0.43168414,0.46030807,0.41079246999999997,0.60843676,0.6155296,0.48852307,0.62388626,0.58962691,0.18516392000000004,0.48382059,0.18516392000000004,,
1.1011,0.54313189,0.72168717,0.55723929,0.75093497,0.52432215,0.75093497,0.57840025,0.75929144,0.49610749,0.75929144,0.59956127,0.6464785900000001,0.46319038,0.6381221100000001,0.64188325,0.44174402999999995,0.46319038,0.42085284,0.60661489,0.6297655099999999,0.49140504,0.6381221100000001,0.58545387,0.19940537000000003,0.48200014,0.19522709000000005,,
1.2012,0.54000843,0.70947322,0.55403328,0.742704,0.52130854,0.742704,0.57507068,0.75101165,0.49325866,0.75101165,0.60078317,0.62639624,0.46287134,0.6222424200000001,0.63117045,0.41455007,0.45819637,0.40624231,0.60312051,0.59316552,0.4909212,0.61393476,0.58208317,0.19024235,0.47923374,0.18608838000000005,,
1.3013,0.53564066,0.70458877,0.55178875,0.73738438,0.51949251,0.73738438,0.57255071,0.74968272,0.49180999,0.74968272,0.59792632,0.62669912,0.45720682,0.6225996899999999,0.6279158,0.40942806,0.45028618,0.40532857,0.60023332,0.58980405,0.48719627,0.60620183,0.58177829,0.17985861999999997,0.47566184,0.17985861999999997,,
1.4014,0.53344929,0.70813605,0.5497703,0.7412826699999999,0.51479679,0.7412826699999999,0.56842285,0.7495693299999999,0.48681799,0.7495693299999999,0.59407014,0.63355613,0.45417601,0.6294128,0.62904358,0.43053299,0.44718134,0.42224634000000005,0.59407014,0.62526947,0.48215485,0.62526947,0.57541752,0.19436330000000002,0.47049701,0.19436330000000002,,
1.5015,0.52932703,0.6967084100000001,0.54544187,0.72534549,0.51091009,0.72943649,0.56616104,0.73761851,0.48328459,0.7417095,0.59378648,0.62716141,0.45105487,0.6230704499999999,0.62831825,0.42670231999999997,0.44645062,0.40624726,0.59148437,0.6189794200000001,0.47868034,0.6148884299999999,0.57767165,0.18533312999999996,0.47177395,0.18124211,,
1.6016,0.5290733,0.68089935,0.54487878,0.70898661,0.51100987,0.70898661,0.56520009,0.72904894,0.48165682,0.72102398,0.59681106,0.6126875,0.44778791,0.6086750000000001,0.62616408,0.40805179,0.44101414,0.37595212,0.58777934,0.58861271,0.47939888,0.57657531,0.57874763,0.16730409999999996,0.47262511,0.17131649999999998,,
1.7017,0.53516829,0.6829569,0.55092371,0.71495497,0.51716202,0.7109552,0.56667918,0.72695428,0.48340037,0.72695428,0.58918691,0.614961,0.44513717,0.60296169,0.6297009,0.4149729,0.4181278,0.37097555000000004,0.59368843,0.59496218,0.47439727,0.53096601,0.57568228,0.18698663000000004,0.47439727,0.17498738000000003,,
1.8018,0.5543285,0.69306588,0.56585819,0.7258482900000001,0.53588092,0.7217504699999999,0.57738793,0.73404384,0.49437389,0.73404384,0.57738793,0.62750107,0.4505609,0.62340331,0.63734257,0.43900245000000004,0.38830036,0.41851335999999995,0.60967124,0.60701212,0.47362038,0.5496429199999999,0.56355232,0.19313455000000002,0.47592634,0.18084109000000004,,
1.9019,0.56556374,0.6799565599999999,0.57463056,0.70815346,0.54969639,0.70412534,,,0.50209492,0.72426596,0.57463056,0.6155065900000001,0.4635604,0.64370343,0.61769867,0.43826908,0.42955926,0.53091592,0.6154319,0.58328161,0.49302799,0.6114784799999999,0.54969639,0.20060973999999998,0.47036058,0.18852532,0.61089844,0.003231589999999951
2.002,0.56957424,0.67946094,0.57861686,0.7075819400000001,0.55374986,0.7075819400000001,,,0.50627637,0.72766837,0.57183492,0.60714978,0.46332419,0.63928807,0.60800517,0.41833735000000005,0.42489335,0.49868309,0.61252636,0.56295964,0.47914872,0.59509793,0.54922849,0.19336938999999997,0.46558487,0.18533486,,
2.1021,0.5639922,0.68929246,0.57550776,0.72203442,0.54787052,0.72203442,0.5870232,0.7302199300000001,0.50411159,0.74249816,0.57781094,0.62790132,0.45344338,0.63199407,0.626176,0.43144959000000005,0.39816889,0.43144959000000005,0.61926669,0.5910666600000001,0.45804951,0.54195377,0.5524767,0.20634878,0.46035263,0.19816327,0.60544801,0.0017117300000000224
2.2022,0.55473483,0.6865005200000001,0.56845558,0.71494696,0.54101402,0.71901074,0.58217645,0.72307447,0.4998517,0.73932955,0.57988966,0.61741647,0.45182893,0.62554401,0.64849359,0.44267434000000006,0.39923254,0.40610033,0.61876512,0.6296078,0.44954211,0.53614104,0.5615952,0.19478439999999997,0.46554968,0.18665683,,
2.3023,0.54605669,0.67514864,0.55961245,0.70726806,0.53024149,0.7112829700000001,0.57542777,0.71529794,0.49409249,0.72332776,0.58220577,0.61090985,0.45116556,0.61090985,0.64772576,0.43425309999999995,0.40371999,0.39410383000000004,0.61157674,0.61893967,0.45116556,0.5506859399999999,0.57542777,0.18131273999999997,0.47601801,0.17729777000000002,,
2.4024,0.54243493,0.68468657,0.55598742,0.71278396,0.52436507,0.71679789,0.57179862,0.72081184,0.4927426,0.72883964,0.58309245,0.62046388,0.45434394,0.61644995,0.64633727,0.43582368000000005,0.41142783,0.39969844,0.60567981,0.60842213,0.4520852,0.5682829,0.58083361,0.18294686000000004,0.47919017,0.17893296000000003,,
2.5025,0.53704208,0.70056701,0.55076545,0.72901878,0.5210315,0.73308328,0.56906337,0.74121237,0.48901033,0.74121237,0.58278668,0.63553444,0.4524146,0.62740538,0.64682907,0.45263028000000005,0.41581902,0.41198492,0.59879726,0.63553444,0.45012742,0.59488907,0.58049953,0.18843544,0.47986135,0.18437093000000004,,
2.6026,0.52746618,0.71135265,0.54373139,0.74438602,0.51120102,0.74438602,0.56232011,0.75264435,0.48099428,0.74851519,0.58090895,0.64528599,0.44381669,0.63289851,0.63667542,0.45534432,0.41360992,0.42644012,0.5948506,0.63289851,0.45078751,0.6246401699999999,0.57626182,0.19107765,0.47402346,0.19107765,,
2.7027,0.51946837,0.71413821,0.53348571,0.7473512600000001,0.50077838,0.7473512600000001,0.54983938,0.75150293,0.47040719,0.7473512600000001,0.5778743,0.63525718,0.43302736,0.62280226,0.61992663,0.42767542999999997,0.4073287,0.42767542999999997,0.58254677,0.59789249,0.44704479,0.63525718,0.56852931,0.18688070999999995,0.46339849,0.18688070999999995,,
2.8028,0.50809443,0.71640876,0.52433693,0.74939594,0.48953158,0.74939594,0.54057938,0.74939594,0.45936698,0.74939594,0.57074398,0.6174471699999999,0.41992101,0.61332375,0.59858817,0.39890695,0.40367854,0.40715373,0.57074398,0.56384298,0.44312459,0.6215705300000001,0.55914217,0.17624335999999996,0.45240593,0.18036686999999996,,
2.9029,0.50662541,0.72456568,0.52072465,0.7579726,0.48782638,0.7579726,0.53717387,0.76632431,0.45257825,0.7579726,0.56067258,0.6243449400000001,0.41498026,0.6243449400000001,0.59592068,0.41137588,0.39853108,0.41555178000000004,0.56302243,0.5825862900000001,0.44082889,0.6243449400000001,0.54657334,0.20258272,0.44552863,0.19423091000000003,,
