timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,right_ear_x,right_ear_y
1.001,0.47722635,0.61707526,0.48360348,0.62840545,0.47244349,0.63123804,0.49635774,0.63123804,0.5154891,0.58025202,0.46766067,0.5745869,0.53302616,0.49810796999999996,0.45171785,0.50377306,0.49795198,0.5207684,0.45968923,0.55475909,0.5154891,0.4046337,0.48041493,0.40746616999999996,0.5154891,0.27150368999999996,0.47722635,0.28000139999999996,0.54259187,0.15253645000000005,0.49157485,0.18935955000000004,0.46766067,0.63123804
1.1011,0.47949138,0.6070689300000001,0.48578209,0.61824569,0.47320062,0.61824569,0.49679095,0.62103993,0.51566333,0.56795019,0.46533713,0.56236175,0.53139025,0.48691845,0.4527556,0.48691845,0.49993634,0.52324298,0.46061906,0.5344197500000001,0.51566333,0.39470983000000004,0.47949138,0.39470983000000004,0.51723599,0.26617670000000004,0.47634596,0.27455938,0.54868978,0.15161460999999998,0.49364561,0.18793923,0.46690983,0.61824569
1.2012,0.48947772,0.61017868,0.49426278,0.6215141399999999,0.48309764,0.6215141399999999,0.50702298,0.62434798,0.52297318,0.57900611,0.46555239,0.5705045200000001,0.53413832,0.49399006,0.45598227,0.49399006,0.50542796,0.54216585,0.46874246,0.5364981,0.51978308,0.39763868,0.48150262,0.39763868,0.52775824,0.26444685,0.4799076,0.27578229,0.55327857,0.14259052000000005,0.49426278,0.18793243000000004,0.47512251,0.6215141399999999
1.3013,0.50434577,0.6111000200000001,0.50915664,0.6224964900000001,0.49793142,0.6224964900000001,0.52038193,0.6253457099999999,0.53321081,0.5797596300000001,0.47227365,0.5769105,0.53962529,0.49428582,0.45944476,0.49428582,0.51877826,0.5569665699999999,0.48029166,0.53417355,0.52519274,0.4002645,0.4851025,0.39741546000000005,0.53962529,0.26920474000000005,0.48670608,0.27775198,0.55405772,0.13529568999999997,0.49472412,0.18942915999999999,0.48670608,0.6253457099999999
1.4014,0.51719606,0.59926778,0.52380097,0.6139363600000001,0.50893992,0.6139363600000001,0.53370821,0.6139363600000001,0.54196435,0.5669969,0.4808692,0.5669969,0.55022043,0.48485279000000003,0.46765941,0.48191911,0.53370821,0.5464609,0.49242774,0.5288585699999999,0.53040582,0.38510637999999997,0.48912531,0.38217270000000003,0.54526675,0.24428784999999997,0.48747405,0.26189023,0.55847657,0.11520439000000005,0.49407896,0.18854725000000006,0.49903259,0.61687011
1.5015,0.52220619,0.5922665899999999,0.52881658,0.60401112,0.51559591,0.60401112,0.53873205,0.60694727,0.54699498,0.55996913,0.48750201,0.55996913,0.55525792,0.47482115,0.47758651,0.47482115,0.54038465,0.53354385,0.50402778,0.53060773,0.53377432,0.37792861,0.49245977,0.37792861,0.54534239,0.23993027,0.48584938,0.26048320999999997,0.55856299,0.11074030000000001,0.49576491,0.18414366000000004,0.50568044,0.60988343
1.6016,0.5221796,0.58995467,0.52880567,0.60172716,0.51555359,0.60172716,0.53874487,0.60172716,0.548684,0.5546370700000001,0.48904914,0.55758017,0.56027967,0.46634299,0.47911,0.47517228,0.54205787,0.51931942,0.50727087,0.52520564,0.5354318,0.37510562000000003,0.49236226,0.37510562000000003,0.54205787,0.24855077000000003,0.4840796,0.26326644,0.55862308,0.11022328999999997,0.49567527,0.18674486999999995,0.5056144,0.60467038
1.7017,0.50440228,0.6065385,0.51115835,0.61854181,0.49933538,0.61854181,0.52973711,0.61254013,0.54831588,0.5585255,0.48920149,0.5645271199999999,0.58040673,0.48350512999999995,0.47062269,0.48950678000000003,0.5702728,0.51351327,0.4875125,0.5375198400000001,0.53142619,0.37547582,0.49426848,0.38147741999999996,0.53480411,0.24043917999999997,0.4875125,0.2674464,0.56013882,0.10840327000000005,0.49595743,0.18642442999999997,0.49595743,0.61854181
1.8018,0.48735482,0.61702016,0.49419838,0.62613937,0.48564392,0.62917903,0.5164398,0.62613937,0.53525954,0.5835832400000001,0.49419838,0.57142437,0.58316433,0.5562257500000001,0.47024599,0.51062986,0.58487523,0.57446402,0.4753786,0.56838459,0.53012687,0.39816016,0.5061745,0.39816016,0.52499425,0.25529318999999995,0.49077654,0.28569036999999997,0.57289904,0.10938650000000005,0.49762011,0.18233991000000005,,
1.9019,0.48352417,0.60600972,0.49029475,0.61803898,0.48183149,0.61803898,0.51060653,0.61803898,0.52753299,0.5789437900000001,0.50214326,0.55488527,0.50722116,0.5819511399999999,0.48860207,0.50075349,0.47167557,0.5879657899999999,0.46998301,0.55488527,0.53261095,0.39248985000000003,0.51399171,0.39549732000000004,0.52753299,0.25716059999999996,0.49368,0.2932483,0.57831246,0.10679441999999995,0.50045061,0.17897016,,
2.002,0.4811551,0.59671047,0.48790795,0.60870826,0.47946692,0.60870826,0.50985467,0.60870826,0.50985467,0.5697155,0.52336037,0.5697155,0.47271404,0.55171886,0.50816649,0.50372773,0.45583186,0.55771768,0.47271404,0.54871941,0.5318014,0.38674951,0.52167225,0.38974898999999996,0.52673686,0.24877506000000005,0.49297255,0.29376674,0.57738322,0.10480182999999998,0.49972543,0.17978793000000004,,
2.1021,0.47951287,0.5945279,0.48623595,0.60945901,0.47783214,0.60945901,0.50808591,0.60647282,0.5097667,0.56765208,0.52321279,0.56765208,0.45934373,0.5467486100000001,0.50808591,0.50792792,0.45934373,0.55272102,0.47278985,0.54376242,0.53161657,0.38549328000000005,0.51648974,0.38847947000000005,0.521532,0.24812758000000001,0.48791677,0.29292077000000005,0.57699722,0.10478966999999995,0.4996821,0.17645866,,
2.2022,0.4819116,0.60965455,0.48875704,0.62181681,0.48020023,0.62181681,0.50929332,0.62181681,0.52640688,0.57620841,0.49046841,0.5579651,0.54180914,0.5518839099999999,0.47677755,0.5001944300000001,0.49389115,0.5731678,0.47335482,0.55492449,0.52811825,0.3968153,0.5024479,0.3968153,0.52469552,0.25390899,0.48704571,0.28127408,0.57432497,0.10796201000000005,0.49902526,0.17789495,,
2.3023,0.49102807,0.61905667,0.49795842,0.63136977,0.48583031,0.63136977,0.5152843,0.6282915499999999,0.53434277,0.58211726,0.48409766,0.56672585,0.56899446,0.52978647,0.46503925,0.50208193,0.52394724,0.5759607,0.47543472,0.56672585,0.53087753,0.39742023000000004,0.49622583,0.39434206000000005,0.53261012,0.25581926,0.48929548,0.27428901000000006,0.5637967,0.11114000999999996,0.5014236,0.17886227,0.48236513,0.6282915499999999
